,Area,Date,Unadjusted CPI Index
529,"New York-Newark-Jersey City, NY-NJ-PA",2023-11-01,324.52
530,"Atlanta-Sandy Springs-Roswell, GA",2023-11-01,
531,"Baltimore-Columbia-Towson, MD(6)",2023-11-01,
532,"Detroit-Warren-Dearborn, MI",2023-11-01,
533,"Houston-The Woodlands-Sugar Land, TX",2023-11-01,
534,"Miami-Fort Lauderdale-West Palm Beach, FL",2023-11-01,
535,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2023-11-01,
536,"Phoenix-Mesa-Scottsdale, AZ(7)",2023-11-01,
537,"San Francisco-Oakland-Hayward, CA",2023-11-01,
538,"Seattle-Tacoma-Bellevue, WA",2023-11-01,
539,"St. Louis, MO-IL",2023-11-01,
540,Urban Alaska,2023-11-01,
541,"Boston-Cambridge-Newton, MA-NH",2023-11-01,328.362
542,"Dallas-Fort Worth-Arlington, TX",2023-11-01,293.591
543,"Denver-Aurora-Lakewood, CO",2023-11-01,323.598
544,"Minneapolis-St.Paul-Bloomington, MN-WI",2023-11-01,295.511
545,"Riverside-San Bernardino-Ontario, CA(4)",2023-11-01,131.372
546,"San Diego-Carlsbad, CA",2023-11-01,366.343
547,"Tampa-St. Petersburg-Clearwater, FL(8)",2023-11-01,295.029
548,Urban Hawaii,2023-11-01,331.428
549,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2023-11-01,308.419
550,U.S. city average,2023-12-01,306.746
551,Region and area size(2),2023-12-01,
552,Northeast,2023-12-01,316.143
553,Northeast - Size Class A,2023-12-01,320.124
554,Northeast - Size Class B/C(3),2023-12-01,185.979
555,New England(4),2023-12-01,120.579
556,Middle Atlantic(4),2023-12-01,121.489
557,Midwest,2023-12-01,283.908
558,Midwest - Size Class A,2023-12-01,283.197
559,Midwest - Size Class B/C(3),2023-12-01,182.05
560,East North Central(4),2023-12-01,122.867
561,West North Central(4),2023-12-01,123.803
562,South,2023-12-01,298.754
563,South - Size Class A,2023-12-01,305.927
564,South - Size Class B/C(3),2023-12-01,188.266
565,South Atlantic(4),2023-12-01,126.951
566,East South Central(4),2023-12-01,123.186
567,West South Central(4),2023-12-01,123.115
568,West,2023-12-01,325.932
569,West - Size Class A,2023-12-01,335.308
570,West - Size Class B/C(3),2023-12-01,190.095
571,Mountain(4),2023-12-01,129.156
572,Pacific(4),2023-12-01,125.743
573,Size classes,2023-12-01,
574,Size Class A(5),2023-12-01,282.367
575,Size Class B/C(3),2023-12-01,187.01
576,Selected local areas,2023-12-01,
577,"Chicago-Naperville-Elgin, IL-IN-WI",2023-12-01,283.76
578,"Los Angeles-Long Beach-Anaheim, CA",2023-12-01,323.456
579,"New York-Newark-Jersey City, NY-NJ-PA",2023-12-01,324.691
580,"Atlanta-Sandy Springs-Roswell, GA",2023-12-01,305.978
581,"Baltimore-Columbia-Towson, MD(6)",2023-12-01,306.379
582,"Detroit-Warren-Dearborn, MI",2023-12-01,283.757
583,"Houston-The Woodlands-Sugar Land, TX",2023-12-01,270.133
584,"Miami-Fort Lauderdale-West Palm Beach, FL",2023-12-01,340.459
585,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2023-12-01,306.386
586,"Phoenix-Mesa-Scottsdale, AZ(7)",2023-12-01,179.733
587,"San Francisco-Oakland-Hayward, CA",2023-12-01,339.915
588,"Seattle-Tacoma-Bellevue, WA",2023-12-01,344.982
589,"St. Louis, MO-IL",2023-12-01,276.991
590,Urban Alaska,2023-12-01,261.178
591,"Boston-Cambridge-Newton, MA-NH",2023-12-01,
592,"Dallas-Fort Worth-Arlington, TX",2023-12-01,
593,"Denver-Aurora-Lakewood, CO",2023-12-01,
594,"Minneapolis-St.Paul-Bloomington, MN-WI",2023-12-01,
595,"Riverside-San Bernardino-Ontario, CA(4)",2023-12-01,
596,"San Diego-Carlsbad, CA",2023-12-01,
597,"Tampa-St. Petersburg-Clearwater, FL(8)",2023-12-01,
598,Urban Hawaii,2023-12-01,
599,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2023-12-01,
